hub,degree_centrality,betweenness_centrality,in_degree,out_degree,clustering_coefficient,source_delay,destination_delay,source_sla_breaches,destination_sla_breaches,total_delay_contribution,total_sla_breaches,norm_betweenness,norm_degree,norm_delay,norm_sla,bottleneck_score
Helencha_ColnyDPP_D (West Bengal),0.0012195121951219512,0.0004062560454768672,1,1,1.0,5299.0,121.0,5.0,6.0,5420.0,11.0,0.0017046625330161289,0.010989010989010988,0.0004567244258359659,0.00029483502640113645,0.003502290994227554
Brahmapuri_DhnliRth_D (Maharashtra),0.0012195121951219512,0.0,0,2,1.0,2091.0,0.0,50.0,0.0,2091.0,50.0,0.0,0.010989010989010988,0.00023443851741375383,0.0013401592109142566,0.003006886258243324
Chamorshi_Central_DPP_1 (Maharashtra),0.0018292682926829267,0.0,2,1,1.0,44.0,636.0,3.0,19.0,680.0,22.0,0.0,0.02197802197802198,0.00014022241144086674,0.0005896700528022729,0.005618011605286052
Gadchiroli_Central_DPP_1 (Maharashtra),0.0018292682926829267,0.0,2,1,1.0,160.0,1659.0,10.0,44.0,1819.0,54.0,0.0,0.02197802197802198,0.00021627637650331778,0.001447371947787397,0.005765680380799434
Brajrajnagar_LamtiDPP_D (Orissa),0.0006097560975609756,0.0,0,1,0.0,314.0,0.0,8.0,0.0,314.0,8.0,0.0,0.0,0.00011578364830402995,0.00021442547374628105,6.110973313794964e-05
Sundargarh_DiyoDPP_D (Orissa),0.0018292682926829267,7.440586913495736e-07,2,1,0.0,373.0,430.0,17.0,10.0,803.0,27.0,3.1220925513115916e-06,0.02197802197802198,0.00014843543839668892,0.0007236859738936985,0.005641259982581681
Budhana_Busstand_D (Uttar Pradesh),0.0012195121951219512,0.0008121400616080596,1,1,0.0,1508.0,204.0,30.0,14.0,1712.0,44.0,0.003407764019756602,0.010989010989010988,0.00020913171077752125,0.0011793401056045458,0.004169154097702621
Khamgaon_WamanDPP_D (Maharashtra),0.0012195121951219512,0.0,1,1,1.0,51.0,264.0,2.0,3.0,315.0,5.0,0.0,0.010989010989010988,0.00011585042088090657,0.00013401592109142565,0.002796317740636688
Shegaon_SChwkDPP_D (Maharashtra),0.0018292682926829267,0.0016227920058334202,2,1,0.6666666666666666,457.0,483.0,10.0,5.0,940.0,15.0,0.0068092838544105815,0.02197802197802198,0.00015758328142878358,0.00040204776327427695,0.007977457828397537
Bulndshahr_Ymunpurm_D (Uttar Pradesh),0.0006097560975609756,0.0,0,1,0.0,153.0,0.0,5.0,0.0,153.0,5.0,0.0,0.0,0.00010503326342689684,0.00013401592109142565,4.6360704020438054e-05
Khurja_Pnjbiyon_D (Uttar Pradesh),0.0012195121951219512,2.9762347653982946e-06,1,1,0.0,451.0,153.0,25.0,5.0,604.0,30.0,1.2488370205246366e-05,0.010989010989010988,0.0001351476955982449,0.0008040955265485539,0.0029060249297064274
Burhanpur_StRoad_D (Madhya Pradesh),0.0012195121951219512,1.1160880370243606e-06,1,1,1.0,5599.0,1136.0,115.0,48.0,6735.0,163.0,4.683138826967388e-06,0.010989010989010988,0.0005445303644286991,0.004368919027580477,0.003540362291086432
Jalgaon_DC (Maharashtra),0.0024390243902439024,1.2276968407267965e-05,2,2,0.3333333333333333,3239.0,6171.0,39.0,125.0,9410.0,164.0,5.151452709664126e-05,0.03296703296703296,0.0007231470075736128,0.004395722211798761,0.009099933409905283
Buxar_Sarswati_D (Bihar),0.0018292682926829267,0.000820324707212905,1,2,0.6666666666666666,541.0,1469.0,17.0,23.0,2010.0,40.0,0.00344210703782103,0.02197802197802198,0.000229029938686749,0.0010721273687314052,0.006917319547724253
Dumraon_Nishangr_D (Bihar),0.0012195121951219512,0.0,1,1,1.0,785.0,355.0,31.0,14.0,1140.0,45.0,0.0,0.010989010989010988,0.00017093779680410422,0.001206143289822831,0.002970908689927198
Jagdishpur_Wardno13_D (Bihar),0.0018292682926829267,0.0008121400616080596,2,1,0.6666666666666666,3177.0,971.0,38.0,34.0,4148.0,72.0,0.003407764019756602,0.02197802197802198,0.00037178970804892665,0.0019298292637165294,0.007069644717990017
CCU_Beleghta_CP (West Bengal),0.0006097560975609756,0.0,0,1,0.0,2243.0,0.0,30.0,0.0,2243.0,30.0,0.0,0.0,0.0002445879490989975,0.0008040955265485539,0.00018176131625703245
Kolkata_Dankuni_P (West Bengal),0.0012195121951219512,0.0,2,0,0.0,0.0,5116.0,0.0,80.0,5116.0,80.0,0.0,0.010989010989010988,0.0004364255624654786,0.0021442547374628104,0.0031779973484885385
CCU_Beliaghata_DPC (West Bengal),0.0024390243902439024,0.0,2,2,1.0,3525.0,2887.0,50.0,61.0,6412.0,111.0,0.0,0.03296703296703296,0.0005229628220975563,0.0029751534482296495,0.008818771964517077
CCU_Lake Avenue_DPC (West Bengal),0.0024390243902439024,0.0,2,2,1.0,890.0,4090.0,13.0,89.0,4980.0,102.0,0.0,0.03296703296703296,0.0004273444920102605,0.0027339247902650834,0.008758683083300568
CCU_Hub (West Bengal),0.0012195121951219512,0.0,1,1,1.0,275.0,65.0,3.0,2.0,340.0,5.0,0.0,0.010989010989010988,0.00011751973530282164,0.00013401592109142565,0.0027967350692421665
CCU_New Alipore_DPC (West Bengal),0.00426829268292683,0.0036700694950817718,3,4,0.2,2408.0,9021.0,37.0,99.0,11429.0,136.0,0.015399721509344424,0.06593406593406594,0.0008579608402874746,0.003645233053686778,0.022634694179911916
Fatepur_NH117_D (West Bengal),0.0012195121951219512,0.00041034836827928987,1,1,1.0,1608.0,400.0,62.0,12.0,2008.0,74.0,0.0017218340420483427,0.010989010989010988,0.00022889639353299577,0.0019834356321531,0.0037046341051758806
Canacona_CharRsta_D (Goa),0.0018292682926829267,0.0015141594368963823,1,2,0.6666666666666666,14450.0,476.0,99.0,18.0,14926.0,117.0,0.006353458341919089,0.02197802197802198,0.001091464541624956,0.0031359725535393605,0.008461477932614318
Central Goa (Goa),0.0012195121951219512,0.0,1,1,0.0,83.0,80.0,3.0,6.0,163.0,9.0,0.0,0.010989010989010988,0.00010570098919566288,0.00024122865796456617,0.0028098622932463476
Goa_ZuariNgr_IP (Goa),0.006097560975609756,7.440586913495736e-06,5,5,0.0,578.0,2379.0,38.0,30.0,2957.0,68.0,3.1220925513115917e-05,0.0989010989010989,0.0002922635689888922,0.001822616526843389,0.025082660420478044
Chabua_CollgeRD_D (Assam),0.0018292682926829267,0.0,1,2,1.0,423.0,622.0,20.0,29.0,1045.0,49.0,0.0,0.02197802197802198,0.0001645944020008269,0.0013133560266959715,0.005732657499010097
DoomDooma_Pthrgoan_D (Assam),0.003048780487804878,0.0008121400616080596,3,2,0.6666666666666666,1137.0,714.0,43.0,36.0,1851.0,79.0,0.003407764019756602,0.04395604395604395,0.0002184130989633691,0.0021174515532445255,0.012553949403653319
Tinusukia_Chrwpaty_D (Assam),0.0018292682926829267,0.0,2,1,1.0,395.0,419.0,20.0,16.0,814.0,36.0,0.0,0.02197802197802198,0.00014916993674233157,0.0009649146318582647,0.005676535173469817
Chakia_Wardno10_D (Bihar),0.0012195121951219512,0.0,1,1,1.0,724.0,1479.0,27.0,43.0,2203.0,70.0,0.0,0.010989010989010988,0.00024191704602393344,0.0018762228952799592,0.003089165443050724
Motihari_RajaBzr_D (Bihar),0.0018292682926829267,0.0008162323844104822,2,1,0.6666666666666666,1675.0,1579.0,43.0,43.0,3254.0,86.0,0.0034249355287888157,0.02197802197802198,0.0003120950243212434,0.0023050738427725214,0.00711701776207777
Chaksu_TonkRoad_D (Rajasthan),0.0012195121951219512,0.0,1,1,1.0,439.0,671.0,18.0,27.0,1110.0,45.0,0.0,0.010989010989010988,0.00016893461949780611,0.001206143289822831,0.002970407895600623
Tonk_DC (Rajasthan),0.0018292682926829267,1.2276968407267965e-05,2,1,0.6666666666666666,130.0,744.0,7.0,26.0,874.0,33.0,5.151452709664126e-05,0.02197802197802198,0.00015317629135492774,0.0008845050792034093,0.005683505413708562
Irinjlkuda_Greens_D (Kerala),0.0012195121951219512,0.0,1,1,1.0,658.0,149.0,36.0,14.0,807.0,50.0,0.0,0.010989010989010988,0.00014870252870419535,0.0013401592109142566,0.0029854522610659345
Chalisgaon_BhadgDPP_D (Maharashtra),0.0012195121951219512,3.720293456747868e-06,1,1,0.0,43.0,1129.0,3.0,51.0,1172.0,54.0,1.5610462756557958e-05,0.010989010989010988,0.0001730745192641555,0.001447371947787397,0.0030130908312016908
Kannad_KolheDPP_D (Maharashtra),0.0006097560975609756,0.0,1,0,0.0,0.0,43.0,0.0,3.0,43.0,3.0,0.0,0.0,9.768827997047049e-05,8.04095526548554e-05,3.648350289084593e-05
Challakere_Shivangr_D (Karnataka),0.0012195121951219512,0.0024282355392193336,1,1,0.0,2898.0,517.0,79.0,30.0,3415.0,109.0,0.010188949041205379,0.010989010989010988,0.0003228454091983765,0.0029215470797930793,0.006832328325943186
Chamarjngr_BrDbleRd_D (Karnataka),0.0012195121951219512,0.0004174169258471108,1,1,0.0,374.0,360.0,16.0,20.0,734.0,36.0,0.0017514939212858029,0.010989010989010988,0.00014382813059220332,0.0009649146318582647,0.003540969847129569
Kollegala_NarsipuraRd_D (Karnataka),0.0012195121951219512,5.580440185121802e-06,1,1,0.0,6.0,374.0,1.0,16.0,380.0,17.0,2.3415694134836936e-05,0.010989010989010988,0.00012019063837788576,0.00045565413171084725,0.0028538440195510387
Chamba_Bangotu_D (Himachal Pradesh),0.0012195121951219512,1.1160880370243606e-06,1,1,1.0,11534.0,2627.0,15.0,8.0,14161.0,23.0,4.683138826967388e-06,0.010989010989010988,0.0010403835203143545,0.000616473237020558,0.003101458711473858
Pathankot_DC (Punjab),0.0018292682926829267,1.1160880370243606e-06,1,2,0.6666666666666666,175.0,11534.0,7.0,15.0,11709.0,22.0,4.683138826967388e-06,0.02197802197802198,0.0008766571618129235,0.0005896700528022729,0.005803759391468505
Chamoli_CGRoad_D (Uttarakhand),0.0012195121951219512,3.720293456747868e-07,1,1,1.0,4696.0,254.0,19.0,15.0,4950.0,34.0,1.5610462756557958e-06,0.010989010989010988,0.0004253413147039624,0.0009113082634216945,0.0029908306816384712
SrinagarUK_Srikot_D (Uttarakhand),0.0018292682926829267,0.0008225568832869537,2,1,0.3333333333333333,546.0,5535.0,14.0,31.0,6081.0,45.0,0.0034514733154749643,0.02197802197802198,0.0005008610991514006,0.001206143289822831,0.007008657923183008
Chanchal_BargaDPP_D (West Bengal),0.0024390243902439024,0.0004144406910817125,3,1,0.6666666666666666,11.0,510.0,2.0,12.0,521.0,14.0,0.0017390055510805565,0.03296703296703296,0.0001296055717174868,0.00037524457905599185,0.008939098264424204
Samsi_RatuaDPP_D (West Bengal),0.0024390243902439024,6.696528222146163e-06,2,2,0.6666666666666666,771.0,-117.0,8.0,6.0,654.0,14.0,2.8098832961804323e-05,0.03296703296703296,0.00013848632444207504,0.00037524457905599185,0.00834250110126379
Chandauli_ShubsNGR_D (Uttar Pradesh),0.0024390243902439024,0.004120225003348264,1,3,0.16666666666666666,580.0,235.0,15.0,13.0,815.0,28.0,0.01728858750288794,0.03296703296703296,0.00014923670931920815,0.0007504891581119837,0.014442646418815621
Aunrihar_Central_D_1 (Uttar Pradesh),0.0006097560975609756,0.0,1,0,0.0,0.0,127.0,0.0,4.0,127.0,4.0,0.0,0.0,0.00010329717642810515,0.00010721273687314052,4.1906204637997365e-05
Gahmar_Wardnor4_D (Uttar Pradesh),0.0006097560975609756,0.0,1,0,0.0,0.0,325.0,0.0,7.0,325.0,7.0,0.0,0.0,0.00011651814664967259,0.00018762228952799593,5.7272880091617534e-05
Varanasi_MahmurGj_IP (Uttar Pradesh),0.003048780487804878,0.0029029449843003615,2,3,0.1,3600.0,706.0,14.0,8.0,4306.0,22.0,0.012180844088942175,0.04395604395604395,0.00038233977519542997,0.0005896700528022729,0.015436341871859948
Chandausi_Ganesh_D (Uttar Pradesh),0.0018292682926829267,0.0012258366939984226,1,2,0.6666666666666666,-297.0,395.0,3.0,22.0,98.0,25.0,0.005143647478285847,0.02197802197802198,0.00010136077169868367,0.0006700796054571283,0.0074206342456487814
Chandigarh (Chandigarh),0.0012195121951219512,0.0,1,1,0.0,94.0,111.0,2.0,4.0,205.0,6.0,0.0,0.010989010989010988,0.0001085054374244802,0.0001608191053097108,0.002798501972405324
Chandigarh_Kharar_DC (Chandigarh),0.0018292682926829267,0.000820324707212905,1,2,0.3333333333333333,1332.0,1093.0,80.0,41.0,2425.0,121.0,0.00344210703782103,0.02197802197802198,0.0002567405580905393,0.003243185290412501,0.007249905890827365
Chandigarh_Mullanpr_DC (Chandigarh),0.0024390243902439024,0.0004055119867855176,2,2,0.6666666666666666,1653.0,2954.0,87.0,143.0,4607.0,230.0,0.0017015404404648173,0.03296703296703296,0.00040243832083528756,0.00616473237020558,0.009862616831660584
RoopNagar_ChotiHvl_DC (Punjab),0.0012195121951219512,0.00041034836827928987,1,1,0.0,767.0,805.0,38.0,42.0,1572.0,80.0,0.0017218340420483427,0.010989010989010988,0.0001997835500147968,0.0021442547374628104,0.0037214787600927876
Chandigarh_Mohali (Chandigarh),0.0018292682926829267,0.0,2,1,1.0,258.0,775.0,9.0,61.0,1033.0,70.0,0.0,0.02197802197802198,0.00016379313107830768,0.0018762228952799592,0.005816887211567066
Chandigarh_Raiprvlg_L (Chandigarh),0.0012195121951219512,0.0,1,1,0.0,2107.0,2236.0,79.0,97.0,4343.0,176.0,0.0,0.010989010989010988,0.0003848103605398643,0.004717360422418183,0.0035510594007504407
Jammu_TrnptNgr_L (Jammu & Kashmir),0.0024390243902439024,0.0004092322802422655,3,1,1.0,102.0,5183.0,7.0,44.0,5285.0,51.0,0.0017171509032213755,0.03296703296703296,0.0004477101279576245,0.0013669623951325417,0.00915973294914501
Kathua_BOB_D (Jammu & Kashmir),0.0036585365853658534,0.000818464560484531,2,4,0.8333333333333334,4998.0,10171.0,62.0,75.0,15169.0,137.0,0.003434301806442751,0.054945054945054944,0.0011076902778059704,0.003672036237905063,0.01576599737365595
Ludhiana_MilrGanj_HB (Punjab),0.013414634146341463,0.0069431836783285465,13,9,0.11666666666666667,17361.0,45947.0,449.0,439.0,63308.0,888.0,0.029133806642564115,0.23076923076923078,0.0043220553560687726,0.023801227585837196,0.07253983799409791
Moga_DPC (Punjab),0.0024390243902439024,0.00240851798389857,2,2,0.8333333333333334,3615.0,7820.0,119.0,162.0,11435.0,281.0,0.010106213588595623,0.03296703296703296,0.0008583614757487342,0.007531694765338122,0.013123277581504611
Naraingarh_Ward2DPP_D (Haryana),0.0018292682926829267,0.00041034836827928987,1,2,1.0,1246.0,153.0,48.0,5.0,1399.0,53.0,0.0017218340420483427,0.02197802197802198,0.00018823189421514444,0.001420568763569112,0.006357290697311568
Patiala (Punjab),0.0024390243902439024,0.000815116296373458,2,2,0.0,1290.0,1084.0,20.0,36.0,2374.0,56.0,0.0034202523899618488,0.03296703296703296,0.0002533351566698326,0.0015009783162239674,0.00972732711484594
Patiala_GainMrkt_L (Punjab),0.003048780487804878,0.0012310451048378696,2,3,0.16666666666666666,932.0,527.0,13.0,20.0,1459.0,33.0,0.005165502126145028,0.04395604395604395,0.00019223824882774062,0.0008845050792034093,0.012977672057249194
Patran_MheshNGR_D (Punjab),0.0024390243902439024,0.0,2,2,1.0,12228.0,925.0,30.0,27.0,13153.0,57.0,0.0,0.03296703296703296,0.0009730767628227386,0.0015277815004422525,0.008714194657530263
Samana_PODPP_D (Punjab),0.0024390243902439024,0.0004062560454768672,2,2,1.0,852.0,1452.0,19.0,29.0,2304.0,48.0,0.0017046625330161289,0.03296703296703296,0.00024866107628847034,0.0012865528424776864,0.009093538323757656
Solan_MohanPrk_D (Himachal Pradesh),0.0036585365853658534,0.000820324707212905,2,4,0.5,778.0,5157.0,10.0,57.0,5935.0,67.0,0.00344210703782103,0.054945054945054944,0.0004911123029274166,0.0017958133426251037,0.015333151276626716
Zirakpur_DC (Punjab),0.0006097560975609756,0.0,1,0,0.0,0.0,997.0,0.0,95.0,997.0,95.0,0.0,0.0,0.00016138931831074995,0.0025463025007370875,0.0004222927046882506
Chandigarh_Panchkula (Chandigarh),0.0006097560975609756,0.0,0,1,0.0,6371.0,0.0,30.0,0.0,6371.0,30.0,0.0,0.0,0.0005202251464456155,0.0008040955265485539,0.00025067061559368696
Chandigarh_Raiprkln_C (Chandigarh),0.0012195121951219512,0.0,0,2,0.0,511.0,0.0,23.0,0.0,511.0,23.0,0.0,0.010989010989010988,0.0001289378459487208,0.000616473237020558,0.0028719581942930113
Chandigarh_Mehmdpur_P (Punjab),0.0006097560975609756,0.0,1,0,0.0,0.0,214.0,0.0,7.0,214.0,7.0,0.0,0.0,0.00010910639061636964,0.00018762228952799593,5.54199410832918e-05
Chandpur_NorprRD_D (Uttar Pradesh),0.0012195121951219512,0.0020480215479397016,1,1,0.0,262.0,1276.0,20.0,43.0,1538.0,63.0,0.008593559747485156,0.010989010989010988,0.00019751328240099228,0.0016886006057519633,0.006057667070335593
Changlang_Central_D_1 (Arunachal Pradesh),0.0012195121951219512,0.0,1,1,0.0,439.0,2795.0,8.0,26.0,3234.0,34.0,0.0,0.010989010989010988,0.00031075957278371133,0.0009113082634216945,0.0029616388799619292
Margherita_CivilHPL_D (Assam),0.0036585365853658534,0.0020379767556064823,3,3,0.16666666666666666,12289.0,7410.0,176.0,54.0,19699.0,230.0,0.00855141149804245,0.054945054945054944,0.001410170051056983,0.00616473237020558,0.018006510128873675
Channaraya_patna_D (Karnataka),0.0024390243902439024,0.0020480215479397016,1,3,0.3333333333333333,940.0,718.0,27.0,27.0,1658.0,54.0,0.008593559747485156,0.03296703296703296,0.00020552599162618467,0.001447371947787397,0.0115179914434527
Krishnarajpet_MuruPost_D (Karnataka),0.0018292682926829267,0.0012258366939984226,2,1,0.3333333333333333,1824.0,773.0,45.0,29.0,2597.0,74.0,0.005143647478285847,0.02197802197802198,0.0002682254413133151,0.0019834356321531,0.007659353817056836
Nagamangala_MandyaRD_D (Karnataka),0.0012195121951219512,0.0012299290168008453,1,1,1.0,508.0,602.0,27.0,24.0,1110.0,51.0,0.005160818987318061,0.010989010989010988,0.00016893461949780611,0.0013669623951325417,0.004800817406958401
Ramanathapura_Central_D_2 (Karnataka),0.0024390243902439024,0.002027559933927588,3,1,0.3333333333333333,1083.0,2567.0,34.0,53.0,3650.0,87.0,0.008507702202324087,0.03296703296703296,0.00033853696476437826,0.0023318770269908063,0.011653869807811386
Nakashipara_MaxDPP_D (West Bengal),0.0018292682926829267,0.001221744371196,2,1,0.3333333333333333,1215.0,1856.0,60.0,57.0,3071.0,117.0,0.005126475969253634,0.02197802197802198,0.000299875642752825,0.0031359725535393605,0.007834136877463376
Chennai_Alandur_C (Tamil Nadu),0.0006097560975609756,0.0,0,1,0.0,2645.0,0.0,89.0,0.0,2645.0,89.0,0.0,0.0,0.000271430525003392,0.0023854833954273765,0.00042568014056495443
Chennai_Chrompet_PC (Tamil Nadu),0.0018292682926829267,0.0,3,0,0.0,0.0,6172.0,0.0,226.0,6172.0,226.0,0.0,0.02197802197802198,0.0005069374036471715,0.006057519633332439,0.006529867790417154
Chennai_AshokNagar_DC (Tamil Nadu),0.0006097560975609756,0.0,0,1,0.0,27.0,0.0,2.0,0.0,27.0,2.0,0.0,0.0,9.661991874044484e-05,5.360636843657026e-05,3.2195934950596746e-05
Chennai_Porur_DPC (Tamil Nadu),0.00426829268292683,0.0028571853747823626,4,3,0.1,820.0,3498.0,34.0,97.0,4318.0,131.0,0.011988835397036511,0.06593406593406594,0.00038314104611794923,0.0035112171325953523,0.021302076703898054
Chennai_Chnglptu_DC (Tamil Nadu),0.0012195121951219512,0.00041034836827928987,1,1,1.0,591.0,1432.0,28.0,48.0,2023.0,76.0,0.0017218340420483427,0.010989010989010988,0.00022989798218614482,0.00203704200058967,0.0037129254576046536
Malemruvathur_Achipkam_D (Tamil Nadu),0.0012195121951219512,0.0004062560454768672,1,1,1.0,7538.0,591.0,112.0,28.0,8129.0,140.0,0.0017046625330161289,0.010989010989010988,0.000637611336594684,0.0037524457905599184,0.004066154336541051
Chennai_Chrompet_DPC (Tamil Nadu),0.006097560975609756,0.0036656051429336746,5,5,0.2,3458.0,8840.0,135.0,176.0,12298.0,311.0,0.015380988954036556,0.0989010989010989,0.0009159862095932428,0.008335790291886675,0.03158798595536883
Chennai_Hub (Tamil Nadu),0.00426829268292683,0.0,3,4,0.5,8224.0,6709.0,340.0,236.0,14933.0,576.0,0.0,0.06593406593406594,0.001091931949663092,0.015438634109732235,0.01907229458739209
Chennai_Potheri (Tamil Nadu),0.0024390243902439024,0.000406628074822542,2,2,0.3333333333333333,719.0,144.0,28.0,6.0,863.0,34.0,0.0017062235792917849,0.03296703296703296,0.00015244179300928512,0.0009113082634216945,0.00901374318227594
Chennai_Vandalur_Dc (Tamil Nadu),0.0018292682926829267,0.0,2,1,1.0,24.0,724.0,2.0,24.0,748.0,26.0,0.0,0.02197802197802198,0.00014476294666847575,0.0006968827896754134,0.005635228649623926
Chennai_Chrompet_L (Tamil Nadu),0.0012195121951219512,0.0,1,1,0.0,2004.0,2181.0,83.0,97.0,4185.0,180.0,0.0,0.010989010989010988,0.000374260293393361,0.004824573159291324,0.003564503794494786
Chennai_Egmore_C (Tamil Nadu),0.0006097560975609756,0.0,0,1,0.0,2104.0,0.0,65.0,0.0,2104.0,65.0,0.0,0.0,0.0002353065609131497,0.0017422069741885335,0.00032015768635656745
Chennai_Egmore_DPC (Tamil Nadu),0.0036585365853658534,0.001226952782035447,3,3,0.16666666666666666,3221.0,6502.0,74.0,166.0,9723.0,240.0,0.005148330617112814,0.054945054945054944,0.0007440468241359895,0.006432764212388431,0.016689105790145483
Chennai_Mylapore (Tamil Nadu),0.0012195121951219512,0.0,1,1,0.0,232.0,19.0,4.0,1.0,251.0,5.0,0.0,0.010989010989010988,0.00011157697596080396,0.00013401592109142565,0.002795249379406662
Chennai_Royapuram (Tamil Nadu),0.0006097560975609756,0.0,1,0,0.0,0.0,79.0,0.0,2.0,79.0,2.0,0.0,0.0,0.0001000920927380282,5.360636843657026e-05,3.306397844999259e-05
Chennai_Madhavaram_DPC (Tamil Nadu),0.0024390243902439024,0.0,2,2,1.0,920.0,2140.0,40.0,115.0,3060.0,155.0,0.0,0.03296703296703296,0.00029914114440718234,0.004154493553834195,0.008939717560935166
Chennai_Madhavaram_L (Tamil Nadu),0.0018292682926829267,0.00041072039762496464,1,2,0.0,1237.0,2802.0,44.0,103.0,4039.0,147.0,0.0017233950883239985,0.02197802197802198,0.00036451149716937694,0.003940068080087914,0.006779831861724425
